id_season,tm,game_date,time_start,extdom,opponent,w_l,overtime,pts_tm,pts_opp,w_tot,l_tot,streak_w_l
2001,ATL,2000-10-31,7:30p,,Charlotte Hornets,L,,82,106,0,1,L 1
2001,ATL,2000-11-02,7:30p,@,New York Knicks,L,,69,94,0,2,L 2
2001,ATL,2000-11-04,7:30p,,Orlando Magic,L,,104,107,0,3,L 3
2001,ATL,2000-11-06,10:00p,@,Vancouver Grizzlies,L,,87,97,0,4,L 4
2001,ATL,2000-11-07,10:00p,@,Portland Trail Blazers,L,,88,97,0,5,L 5
2001,ATL,2000-11-09,9:00p,@,Phoenix Suns,L,,79,88,0,6,L 6
2001,ATL,2000-11-10,10:30p,@,Los Angeles Clippers,L,,106,115,0,7,L 7
2001,ATL,2000-11-14,7:30p,,Portland Trail Blazers,W,,99,97,1,7,W 1
2001,ATL,2000-11-15,8:00p,@,Milwaukee Bucks,L,,74,84,1,8,L 1
2001,ATL,2000-11-17,7:30p,@,Boston Celtics,L,,99,106,1,9,L 2
2001,ATL,2000-11-18,7:30p,,Minnesota Timberwolves,L,,84,94,1,10,L 3
2001,ATL,2000-11-22,7:30p,,New York Knicks,W,,78,74,2,10,W 1
2001,ATL,2000-11-24,7:30p,,Philadelphia 76ers,L,,67,76,2,11,L 1
2001,ATL,2000-11-25,7:30p,@,Orlando Magic,L,,92,114,2,12,L 2
2001,ATL,2000-11-28,7:00p,@,Washington Wizards,W,,102,75,3,12,W 1
2001,ATL,2000-11-30,7:30p,,Chicago Bulls,L,,82,91,3,13,L 1
2001,ATL,2000-12-02,2:30p,,Milwaukee Bucks,W,,101,94,4,13,W 1
2001,ATL,2000-12-05,7:30p,,Miami Heat,L,,92,100,4,14,L 1
2001,ATL,2000-12-08,7:30p,@,Miami Heat,L,,76,80,4,15,L 2
2001,ATL,2000-12-09,7:30p,@,Cleveland Cavaliers,L,,90,97,4,16,L 3
2001,ATL,2000-12-12,8:00p,,Sacramento Kings,W,,107,99,5,16,W 1
2001,ATL,2000-12-13,7:30p,@,Detroit Pistons,L,,69,92,5,17,L 1
2001,ATL,2000-12-15,8:30p,@,Chicago Bulls,W,,85,74,6,17,W 1
2001,ATL,2000-12-16,7:30p,,New Jersey Nets,L,,83,89,6,18,L 1
2001,ATL,2000-12-19,7:30p,,New York Knicks,W,,87,77,7,18,W 1
2001,ATL,2000-12-22,7:00p,@,Toronto Raptors,W,,78,72,8,18,W 2
2001,ATL,2000-12-23,7:30p,,Indiana Pacers,W,,91,87,9,18,W 3
2001,ATL,2000-12-26,7:30p,@,New Jersey Nets,W,,81,76,10,18,W 4
2001,ATL,2000-12-28,8:00p,@,Minnesota Timberwolves,L,,81,88,10,19,L 1
2001,ATL,2000-12-29,7:30p,,Cleveland Cavaliers,L,,85,97,10,20,L 2
2001,ATL,2001-01-02,7:30p,,Boston Celtics,W,,92,81,11,20,W 1
2001,ATL,2001-01-03,7:00p,@,Philadelphia 76ers,L,,80,98,11,21,L 1
2001,ATL,2001-01-06,7:30p,,Orlando Magic,W,,83,82,12,21,W 1
2001,ATL,2001-01-09,7:30p,,Seattle SuperSonics,L,,86,95,12,22,L 1
2001,ATL,2001-01-11,7:30p,,Golden State Warriors,W,,107,96,13,22,W 1
2001,ATL,2001-01-13,8:00p,,Los Angeles Clippers,W,,108,88,14,22,W 2
2001,ATL,2001-01-15,2:30p,,New Jersey Nets,L,,78,84,14,23,L 1
2001,ATL,2001-01-18,7:00p,@,Indiana Pacers,L,,76,84,14,24,L 2
2001,ATL,2001-01-21,1:00p,@,Washington Wizards,L,,90,94,14,25,L 3
2001,ATL,2001-01-23,7:00p,@,Boston Celtics,L,,82,83,14,26,L 4
2001,ATL,2001-01-26,7:30p,,Washington Wizards,L,,99,106,14,27,L 5
2001,ATL,2001-01-27,8:00p,@,Cleveland Cavaliers,W,,101,90,15,27,W 1
2001,ATL,2001-01-29,7:30p,,Phoenix Suns,L,,82,95,15,28,L 1
2001,ATL,2001-01-31,7:30p,,Toronto Raptors,W,,102,97,16,28,W 1
2001,ATL,2001-02-02,7:30p,,Miami Heat,L,,80,91,16,29,L 1
2001,ATL,2001-02-03,7:30p,@,Orlando Magic,L,,84,96,16,30,L 2
2001,ATL,2001-02-05,7:30p,,Dallas Mavericks,L,,81,91,16,31,L 3
2001,ATL,2001-02-06,7:30p,@,New Jersey Nets,L,,84,90,16,32,L 4
2001,ATL,2001-02-08,7:30p,@,Charlotte Hornets,L,,84,101,16,33,L 5
2001,ATL,2001-02-13,8:30p,@,Chicago Bulls,L,,92,96,16,34,L 6
2001,ATL,2001-02-14,7:30p,,Milwaukee Bucks,L,,98,102,16,35,L 7
2001,ATL,2001-02-17,10:00p,@,Seattle SuperSonics,W,,101,94,17,35,W 1
2001,ATL,2001-02-18,9:00p,@,Golden State Warriors,W,,98,91,18,35,W 2
2001,ATL,2001-02-20,10:30p,@,Sacramento Kings,L,,80,94,18,36,L 1
2001,ATL,2001-02-23,10:30p,@,Los Angeles Lakers,L,,106,113,18,37,L 2
2001,ATL,2001-02-24,9:00p,@,Denver Nuggets,L,,82,85,18,38,L 3
2001,ATL,2001-02-26,9:00p,@,Utah Jazz,L,,82,99,18,39,L 4
2001,ATL,2001-02-28,7:30p,,Toronto Raptors,L,,88,95,18,40,L 5
2001,ATL,2001-03-02,7:30p,,Charlotte Hornets,L,,99,105,18,41,L 6
2001,ATL,2001-03-03,8:30p,@,San Antonio Spurs,L,,95,124,18,42,L 7
2001,ATL,2001-03-05,7:30p,,Utah Jazz,L,,102,109,18,43,L 8
2001,ATL,2001-03-07,7:30p,,Houston Rockets,L,,98,104,18,44,L 9
2001,ATL,2001-03-09,7:00p,@,Philadelphia 76ers,L,,103,108,18,45,L 10
2001,ATL,2001-03-10,7:30p,,Chicago Bulls,W,,93,90,19,45,W 1
2001,ATL,2001-03-13,7:30p,,Vancouver Grizzlies,W,,109,99,20,45,W 2
2001,ATL,2001-03-16,7:00p,@,Indiana Pacers,L,,97,103,20,46,L 1
2001,ATL,2001-03-17,7:30p,,Detroit Pistons,L,,90,106,20,47,L 2
2001,ATL,2001-03-19,7:30p,,Los Angeles Lakers,W,,108,106,21,47,W 1
2001,ATL,2001-03-22,7:30p,,San Antonio Spurs,L,,101,115,21,48,L 1
2001,ATL,2001-03-23,7:00p,@,Toronto Raptors,L,,86,112,21,49,L 2
2001,ATL,2001-03-25,2:30p,@,Milwaukee Bucks,L,,98,105,21,50,L 3
2001,ATL,2001-03-27,7:30p,,Boston Celtics,L,OT,112,115,21,51,L 4
2001,ATL,2001-03-29,7:30p,,Indiana Pacers,W,,104,93,22,51,W 1
2001,ATL,2001-03-31,7:30p,,Denver Nuggets,W,,99,88,23,51,W 2
2001,ATL,2001-04-05,8:30p,@,Dallas Mavericks,L,,94,108,23,52,L 1
2001,ATL,2001-04-07,8:30p,@,Houston Rockets,L,,97,110,23,53,L 2
2001,ATL,2001-04-09,7:30p,@,Detroit Pistons,L,,69,81,23,54,L 3
2001,ATL,2001-04-11,7:30p,,Cleveland Cavaliers,W,,107,102,24,54,W 1
2001,ATL,2001-04-13,7:30p,@,New York Knicks,L,,65,101,24,55,L 1
2001,ATL,2001-04-14,7:30p,,Detroit Pistons,L,OT,124,129,24,56,L 2
2001,ATL,2001-04-16,7:00p,@,Charlotte Hornets,L,,83,106,24,57,L 3
2001,ATL,2001-04-17,7:30p,,Washington Wizards,W,,122,119,25,57,W 1
2001,BOS,2000-11-01,7:00p,,Detroit Pistons,W,,103,83,1,0,W 1
2001,BOS,2000-11-03,7:30p,,Toronto Raptors,W,,93,91,2,0,W 2
2001,BOS,2000-11-04,7:30p,@,Cleveland Cavaliers,L,,89,91,2,1,L 1
2001,BOS,2000-11-07,7:00p,@,Toronto Raptors,L,,75,105,2,2,L 2
2001,BOS,2000-11-10,7:30p,,New York Knicks,L,OT,101,103,2,3,L 3
2001,BOS,2000-11-11,8:00p,@,Philadelphia 76ers,L,,83,85,2,4,L 4
2001,BOS,2000-11-15,7:00p,,Washington Wizards,W,,116,109,3,4,W 1
2001,BOS,2000-11-17,7:30p,,Atlanta Hawks,W,,106,99,4,4,W 2
2001,BOS,2000-11-18,7:00p,@,Washington Wizards,L,,89,109,4,5,L 1
2001,BOS,2000-11-20,7:00p,,Philadelphia 76ers,L,,90,114,4,6,L 2
2001,BOS,2000-11-22,7:00p,,Houston Rockets,W,,96,81,5,6,W 1
2001,BOS,2000-11-24,7:30p,,Orlando Magic,W,OT,103,98,6,6,W 2
2001,BOS,2000-11-26,12:30p,,Vancouver Grizzlies,L,,87,98,6,7,L 1
2001,BOS,2000-11-28,7:30p,@,Cleveland Cavaliers,W,,87,72,7,7,W 1
2001,BOS,2000-11-30,8:00p,@,Milwaukee Bucks,L,,97,108,7,8,L 1
2001,BOS,2000-12-01,7:30p,,Minnesota Timberwolves,L,,98,102,7,9,L 2
2001,BOS,2000-12-03,12:30p,,Los Angeles Clippers,W,,96,87,8,9,W 1
2001,BOS,2000-12-05,7:30p,@,Orlando Magic,L,,98,101,8,10,L 1
2001,BOS,2000-12-08,7:30p,,Indiana Pacers,L,,91,104,8,11,L 2
2001,BOS,2000-12-10,6:00p,,Denver Nuggets,W,OT,104,102,9,11,W 1
2001,BOS,2000-12-13,7:00p,,Chicago Bulls,L,,86,104,9,12,L 1
2001,BOS,2000-12-15,7:30p,,Sacramento Kings,L,,81,104,9,13,L 2
2001,BOS,2000-12-16,7:30p,@,Charlotte Hornets,L,,87,99,9,14,L 3
2001,BOS,2000-12-18,7:00p,,Dallas Mavericks,L,,98,106,9,15,L 4
2001,BOS,2000-12-20,7:00p,,New Jersey Nets,W,,99,86,10,15,W 1
2001,BOS,2000-12-21,8:00p,@,New York Knicks,W,,92,86,11,15,W 2
2001,BOS,2000-12-23,8:30p,@,Milwaukee Bucks,L,,99,104,11,16,L 1
2001,BOS,2000-12-26,7:30p,@,Detroit Pistons,L,,96,101,11,17,L 2
2001,BOS,2000-12-28,7:30p,@,New Jersey Nets,W,,112,111,12,17,W 1
2001,BOS,2000-12-30,1:00p,,Orlando Magic,L,,90,95,12,18,L 1
2001,BOS,2001-01-02,7:30p,@,Atlanta Hawks,L,,81,92,12,19,L 2
2001,BOS,2001-01-03,7:00p,,New York Knicks,L,,91,100,12,20,L 3
2001,BOS,2001-01-05,7:30p,,Golden State Warriors,L,,88,100,12,21,L 4
2001,BOS,2001-01-06,7:30p,@,Miami Heat,L,,86,112,12,22,L 5
2001,BOS,2001-01-08,7:00p,,Portland Trail Blazers,L,,90,98,12,23,L 6
2001,BOS,2001-01-10,7:00p,,Miami Heat,W,,88,76,13,23,W 1
2001,BOS,2001-01-12,7:30p,,Toronto Raptors,L,,72,93,13,24,L 1
2001,BOS,2001-01-15,3:30p,@,Minnesota Timberwolves,W,,107,102,14,24,W 1
2001,BOS,2001-01-17,10:30p,@,Sacramento Kings,L,,106,111,14,25,L 1
2001,BOS,2001-01-18,10:30p,@,Los Angeles Clippers,W,,82,79,15,25,W 1
2001,BOS,2001-01-21,9:00p,@,Golden State Warriors,L,,91,94,15,26,L 1
2001,BOS,2001-01-23,7:00p,,Atlanta Hawks,W,,83,82,16,26,W 1
2001,BOS,2001-01-26,7:30p,,Phoenix Suns,W,,99,83,17,26,W 2
2001,BOS,2001-01-29,7:00p,,Detroit Pistons,W,,99,87,18,26,W 3
2001,BOS,2001-01-31,7:00p,@,Indiana Pacers,W,OT,102,96,19,26,W 4
2001,BOS,2001-02-02,8:00p,@,Detroit Pistons,W,,102,95,20,26,W 5
2001,BOS,2001-02-04,6:00p,,Cleveland Cavaliers,W,,103,82,21,26,W 6
2001,BOS,2001-02-05,7:00p,@,Toronto Raptors,L,,98,110,21,27,L 1
2001,BOS,2001-02-07,7:00p,,Milwaukee Bucks,W,,94,91,22,27,W 1
2001,BOS,2001-02-13,10:00p,@,Vancouver Grizzlies,L,,98,99,22,28,L 1
2001,BOS,2001-02-15,10:00p,@,Seattle SuperSonics,W,,108,88,23,28,W 1
2001,BOS,2001-02-17,10:00p,@,Portland Trail Blazers,W,,85,81,24,28,W 2
2001,BOS,2001-02-19,9:00p,@,Utah Jazz,L,,99,114,24,29,L 1
2001,BOS,2001-02-20,8:30p,@,Houston Rockets,L,,84,101,24,30,L 2
2001,BOS,2001-02-22,8:30p,@,Dallas Mavericks,L,,91,98,24,31,L 3
2001,BOS,2001-02-23,8:30p,@,San Antonio Spurs,L,,82,100,24,32,L 4
2001,BOS,2001-02-26,7:00p,,Seattle SuperSonics,W,,85,82,25,32,W 1
2001,BOS,2001-03-01,7:30p,@,New York Knicks,L,,88,95,25,33,L 1
2001,BOS,2001-03-02,7:30p,,Utah Jazz,W,,103,99,26,33,W 1
2001,BOS,2001-03-04,3:00p,,Charlotte Hornets,L,,97,116,26,34,L 1
2001,BOS,2001-03-07,7:00p,,Milwaukee Bucks,L,,94,101,26,35,L 2
2001,BOS,2001-03-09,7:30p,,Washington Wizards,W,,104,72,27,35,W 1
2001,BOS,2001-03-11,3:00p,,Philadelphia 76ers,L,,91,97,27,36,L 1
2001,BOS,2001-03-13,10:30p,@,Los Angeles Lakers,L,,107,112,27,37,L 2
2001,BOS,2001-03-15,9:00p,@,Phoenix Suns,W,,105,101,28,37,W 1
2001,BOS,2001-03-16,9:00p,@,Denver Nuggets,W,,87,83,29,37,W 2
2001,BOS,2001-03-21,7:00p,,San Antonio Spurs,L,,77,97,29,38,L 1
2001,BOS,2001-03-22,7:30p,@,New Jersey Nets,W,,113,98,30,38,W 1
2001,BOS,2001-03-25,3:00p,,Chicago Bulls,W,,102,98,31,38,W 2
2001,BOS,2001-03-27,7:30p,@,Atlanta Hawks,W,OT,115,112,32,38,W 3
2001,BOS,2001-03-29,8:30p,@,Chicago Bulls,W,,106,104,33,38,W 4
2001,BOS,2001-03-30,7:30p,,Indiana Pacers,L,,87,92,33,39,L 1
2001,BOS,2001-04-01,3:00p,@,Charlotte Hornets,L,,79,80,33,40,L 2
2001,BOS,2001-04-03,7:30p,@,Miami Heat,W,,82,77,34,40,W 1
2001,BOS,2001-04-04,7:30p,@,Orlando Magic,L,,101,108,34,41,L 1
2001,BOS,2001-04-06,7:30p,,Los Angeles Lakers,L,,96,100,34,42,L 2
2001,BOS,2001-04-07,7:00p,@,Washington Wizards,W,,102,100,35,42,W 1
2001,BOS,2001-04-09,7:00p,@,Philadelphia 76ers,L,,95,108,35,43,L 1
2001,BOS,2001-04-11,7:00p,,Miami Heat,L,,97,102,35,44,L 2
2001,BOS,2001-04-13,8:00p,@,Indiana Pacers,L,OT,108,113,35,45,L 3
2001,BOS,2001-04-15,12:30p,,New Jersey Nets,W,,95,88,36,45,W 1
2001,BOS,2001-04-18,7:00p,,Charlotte Hornets,L,,92,97,36,46,L 1
2001,CHH,2000-10-31,7:30p,@,Atlanta Hawks,W,,106,82,1,0,W 1
2001,CHH,2000-11-01,7:30p,,Washington Wizards,L,,77,95,1,1,L 1
2001,CHH,2000-11-03,7:30p,,Miami Heat,W,,83,79,2,1,W 1
2001,CHH,2000-11-04,8:00p,@,New Jersey Nets,W,,98,87,3,1,W 2
2001,CHH,2000-11-08,7:30p,@,Orlando Magic,W,,96,90,4,1,W 3
2001,CHH,2000-11-09,7:30p,,Seattle SuperSonics,L,,94,102,4,2,L 1
2001,CHH,2000-11-11,7:30p,@,New York Knicks,L,,67,81,4,3,L 2
2001,CHH,2000-11-14,7:30p,@,Miami Heat,L,OT,86,89,4,4,L 3
2001,CHH,2000-11-16,8:30p,@,Houston Rockets,L,,80,84,4,5,L 4
2001,CHH,2000-11-17,7:30p,,Detroit Pistons,L,,89,96,4,6,L 5
2001,CHH,2000-11-19,7:00p,@,Detroit Pistons,W,,105,96,5,6,W 1
2001,CHH,2000-11-20,7:00p,@,Toronto Raptors,W,,100,64,6,6,W 2
2001,CHH,2000-11-22,7:30p,,Philadelphia 76ers,W,,88,73,7,6,W 3
2001,CHH,2000-11-24,8:30p,@,Milwaukee Bucks,W,,106,90,8,6,W 4
2001,CHH,2000-11-25,7:30p,,Cleveland Cavaliers,W,,109,98,9,6,W 5
2001,CHH,2000-11-29,7:30p,,Toronto Raptors,W,,103,79,10,6,W 6
2001,CHH,2000-12-01,7:00p,@,Philadelphia 76ers,L,,74,95,10,7,L 1
2001,CHH,2000-12-02,7:30p,,Utah Jazz,W,,94,89,11,7,W 1
2001,CHH,2000-12-05,7:30p,@,Cleveland Cavaliers,L,,66,71,11,8,L 1
2001,CHH,2000-12-06,7:30p,,Indiana Pacers,W,,91,88,12,8,W 1
2001,CHH,2000-12-08,7:30p,,Los Angeles Clippers,W,,92,87,13,8,W 2
2001,CHH,2000-12-09,7:00p,@,Indiana Pacers,L,OT,96,99,13,9,L 1
2001,CHH,2000-12-13,7:30p,,Sacramento Kings,W,,101,90,14,9,W 1
2001,CHH,2000-12-15,7:00p,@,Washington Wizards,W,,103,89,15,9,W 2
2001,CHH,2000-12-16,7:30p,,Boston Celtics,W,,99,87,16,9,W 3
2001,CHH,2000-12-20,7:30p,,Miami Heat,W,,65,56,17,9,W 4
2001,CHH,2000-12-22,8:00p,@,Minnesota Timberwolves,W,,83,74,18,9,W 5
2001,CHH,2000-12-23,7:30p,,San Antonio Spurs,W,OT,88,84,19,9,W 6
2001,CHH,2000-12-26,7:00p,,Cleveland Cavaliers,W,OT,115,110,20,9,W 7
2001,CHH,2000-12-28,10:30p,@,Sacramento Kings,L,,87,91,20,10,L 1
2001,CHH,2000-12-30,3:30p,@,Seattle SuperSonics,L,,102,104,20,11,L 2
2001,CHH,2001-01-01,10:00p,@,Portland Trail Blazers,L,,67,89,20,12,L 3
2001,CHH,2001-01-03,10:00p,@,Vancouver Grizzlies,L,,89,99,20,13,L 4
2001,CHH,2001-01-05,10:30p,@,Los Angeles Clippers,W,,86,73,21,13,W 1
2001,CHH,2001-01-07,9:00p,@,Denver Nuggets,L,,87,94,21,14,L 1
2001,CHH,2001-01-09,7:00p,,Chicago Bulls,W,3OT,102,95,22,14,W 1
2001,CHH,2001-01-11,7:30p,,Portland Trail Blazers,L,,70,83,22,15,L 1
2001,CHH,2001-01-12,8:30p,@,Chicago Bulls,W,,86,85,23,15,W 1
2001,CHH,2001-01-14,5:30p,@,Toronto Raptors,L,,99,107,23,16,L 1
2001,CHH,2001-01-15,2:00p,@,Philadelphia 76ers,L,,79,84,23,17,L 2
2001,CHH,2001-01-17,7:30p,,Dallas Mavericks,L,,90,91,23,18,L 3
2001,CHH,2001-01-19,7:30p,,Milwaukee Bucks,L,,98,105,23,19,L 4
2001,CHH,2001-01-23,7:00p,@,Washington Wizards,L,,95,97,23,20,L 5
2001,CHH,2001-01-24,8:00p,,New York Knicks,W,,81,67,24,20,W 1
2001,CHH,2001-01-27,8:00p,,Houston Rockets,L,,97,110,24,21,L 1
2001,CHH,2001-01-29,10:30p,@,Golden State Warriors,W,,93,85,25,21,W 1
2001,CHH,2001-02-01,9:00p,@,Utah Jazz,L,,76,87,25,22,L 1
2001,CHH,2001-02-02,10:30p,@,Los Angeles Lakers,L,,87,93,25,23,L 2
2001,CHH,2001-02-04,8:00p,@,Phoenix Suns,L,,82,85,25,24,L 3
2001,CHH,2001-02-06,7:00p,,Orlando Magic,L,,83,109,25,25,L 4
2001,CHH,2001-02-08,7:30p,,Atlanta Hawks,W,,101,84,26,25,W 1
2001,CHH,2001-02-13,7:00p,@,Indiana Pacers,W,,77,66,27,25,W 2
2001,CHH,2001-02-16,7:30p,,Los Angeles Lakers,L,,94,99,27,26,L 1
2001,CHH,2001-02-17,8:30p,@,Milwaukee Bucks,W,,103,93,28,26,W 1
2001,CHH,2001-02-22,7:30p,,Golden State Warriors,W,,93,91,29,26,W 2
2001,CHH,2001-02-24,7:30p,,Philadelphia 76ers,W,,86,85,30,26,W 3
2001,CHH,2001-02-26,7:00p,,Indiana Pacers,W,,82,72,31,26,W 4
2001,CHH,2001-02-28,7:30p,,New Jersey Nets,W,,91,88,32,26,W 5
2001,CHH,2001-03-02,7:30p,@,Atlanta Hawks,W,,105,99,33,26,W 6
2001,CHH,2001-03-04,3:00p,@,Boston Celtics,W,,116,97,34,26,W 7
2001,CHH,2001-03-06,7:00p,,Minnesota Timberwolves,L,,89,95,34,27,L 1
2001,CHH,2001-03-08,7:30p,,Orlando Magic,W,,97,84,35,27,W 1
2001,CHH,2001-03-10,7:30p,,Milwaukee Bucks,W,,100,90,36,27,W 2
2001,CHH,2001-03-12,7:00p,,Chicago Bulls,W,,102,94,37,27,W 3
2001,CHH,2001-03-14,7:30p,,Vancouver Grizzlies,W,,100,95,38,27,W 4
2001,CHH,2001-03-16,7:30p,@,Cleveland Cavaliers,L,,109,114,38,28,L 1
2001,CHH,2001-03-17,7:30p,,Washington Wizards,W,,95,93,39,28,W 1
2001,CHH,2001-03-21,7:30p,,Toronto Raptors,W,,111,95,40,28,W 2
2001,CHH,2001-03-23,8:30p,@,Chicago Bulls,L,OT,90,93,40,29,L 1
2001,CHH,2001-03-24,8:30p,@,Dallas Mavericks,L,,100,103,40,30,L 2
2001,CHH,2001-03-27,8:30p,@,San Antonio Spurs,L,,79,93,40,31,L 3
2001,CHH,2001-03-30,7:30p,,Denver Nuggets,L,,96,103,40,32,L 4
2001,CHH,2001-04-01,3:00p,,Boston Celtics,W,,80,79,41,32,W 1
2001,CHH,2001-04-03,7:30p,@,New Jersey Nets,W,,103,88,42,32,W 2
2001,CHH,2001-04-04,7:30p,,Phoenix Suns,L,,94,103,42,33,L 1
2001,CHH,2001-04-06,7:30p,@,Miami Heat,L,,76,81,42,34,L 2
2001,CHH,2001-04-07,7:30p,,Detroit Pistons,L,,92,97,42,35,L 3
2001,CHH,2001-04-09,7:30p,@,New York Knicks,L,,98,113,42,36,L 4
2001,CHH,2001-04-12,7:30p,,New Jersey Nets,W,,88,78,43,36,W 1
2001,CHH,2001-04-15,8:00p,@,Detroit Pistons,W,,99,90,44,36,W 2
2001,CHH,2001-04-16,7:00p,,Atlanta Hawks,W,,106,83,45,36,W 3
2001,CHH,2001-04-18,7:00p,@,Boston Celtics,W,,97,92,46,36,W 4
2001,CHH,2001-04-21,8:30p,@,Miami Heat,W,,106,80,1,0,W 1
2001,CHH,2001-04-23,7:00p,@,Miami Heat,W,,102,76,2,0,W 2
2001,CHH,2001-04-27,8:00p,,Miami Heat,W,,94,79,3,0,W 3
2001,CHH,2001-05-06,12:40p,@,Milwaukee Bucks,L,,92,104,3,1,L 1
2001,CHH,2001-05-08,8:00p,@,Milwaukee Bucks,L,,90,91,3,2,L 2
2001,CHH,2001-05-10,8:00p,,Milwaukee Bucks,W,,102,92,4,2,W 1
2001,CHH,2001-05-13,12:30p,,Milwaukee Bucks,W,,85,78,5,2,W 2
2001,CHH,2001-05-15,8:30p,@,Milwaukee Bucks,W,,94,86,6,2,W 3
2001,CHH,2001-05-17,8:00p,,Milwaukee Bucks,L,,97,104,6,3,L 1
2001,CHH,2001-05-20,3:00p,@,Milwaukee Bucks,L,,95,104,6,4,L 2
2001,CHI,2000-10-31,8:30p,,Sacramento Kings,L,,81,100,0,1,L 1
2001,CHI,2000-11-03,8:30p,,New Jersey Nets,L,,82,92,0,2,L 2
2001,CHI,2000-11-04,7:00p,@,Indiana Pacers,L,,81,94,0,3,L 3
2001,CHI,2000-11-07,8:30p,,Washington Wizards,L,,83,88,0,4,L 4
2001,CHI,2000-11-09,8:30p,,Orlando Magic,W,,95,90,1,4,W 1
2001,CHI,2000-11-11,8:30p,,Toronto Raptors,L,,75,98,1,5,L 1
2001,CHI,2000-11-14,8:30p,@,Houston Rockets,L,,83,110,1,6,L 2
2001,CHI,2000-11-16,9:00p,@,Denver Nuggets,L,,85,89,1,7,L 3
2001,CHI,2000-11-18,9:00p,@,Utah Jazz,L,,64,109,1,8,L 4
2001,CHI,2000-11-19,9:30p,@,Los Angeles Lakers,L,,96,104,1,9,L 5
2001,CHI,2000-11-21,10:30p,@,Golden State Warriors,L,,77,89,1,10,L 6
2001,CHI,2000-11-22,10:30p,@,Sacramento Kings,L,,71,100,1,11,L 7
2001,CHI,2000-11-26,3:00p,@,Toronto Raptors,L,,89,101,1,12,L 8
2001,CHI,2000-11-28,8:30p,,Minnesota Timberwolves,L,,76,96,1,13,L 9
2001,CHI,2000-11-30,7:30p,@,Atlanta Hawks,W,,91,82,2,13,W 1
2001,CHI,2000-12-01,8:30p,,New York Knicks,L,,86,91,2,14,L 1
2001,CHI,2000-12-05,8:00p,@,Minnesota Timberwolves,L,,90,100,2,15,L 2
2001,CHI,2000-12-06,8:00p,,Cleveland Cavaliers,L,,88,92,2,16,L 3
2001,CHI,2000-12-08,8:00p,@,Dallas Mavericks,L,,86,105,2,17,L 4
2001,CHI,2000-12-09,8:30p,@,San Antonio Spurs,L,,81,105,2,18,L 5
2001,CHI,2000-12-11,8:30p,,Phoenix Suns,L,,80,86,2,19,L 6
2001,CHI,2000-12-13,7:00p,@,Boston Celtics,W,,104,86,3,19,W 1
2001,CHI,2000-12-15,8:30p,,Atlanta Hawks,L,,74,85,3,20,L 1
2001,CHI,2000-12-16,8:30p,,Philadelphia 76ers,L,,91,99,3,21,L 2
2001,CHI,2000-12-19,8:30p,,Indiana Pacers,L,,85,90,3,22,L 3
2001,CHI,2000-12-21,7:30p,@,Orlando Magic,L,,88,99,3,23,L 4
2001,CHI,2000-12-23,7:30p,@,Detroit Pistons,L,,93,106,3,24,L 5
2001,CHI,2000-12-28,8:30p,,San Antonio Spurs,W,,105,104,4,24,W 1
2001,CHI,2000-12-29,7:30p,@,New York Knicks,L,,68,95,4,25,L 1
2001,CHI,2000-12-31,2:00p,,New Jersey Nets,W,,86,77,5,25,W 1
2001,CHI,2001-01-02,8:30p,,Milwaukee Bucks,L,,70,104,5,26,L 1
2001,CHI,2001-01-04,8:30p,,Washington Wizards,W,,98,96,6,26,W 1
2001,CHI,2001-01-08,8:30p,,Dallas Mavericks,L,,91,104,6,27,L 1
2001,CHI,2001-01-09,7:00p,@,Charlotte Hornets,L,3OT,95,102,6,28,L 2
2001,CHI,2001-01-12,8:30p,,Charlotte Hornets,L,,85,86,6,29,L 3
2001,CHI,2001-01-14,7:30p,@,Miami Heat,L,,81,90,6,30,L 4
2001,CHI,2001-01-15,7:30p,@,Orlando Magic,L,,104,113,6,31,L 5
2001,CHI,2001-01-17,7:00p,@,Philadelphia 76ers,L,,88,99,6,32,L 6
2001,CHI,2001-01-18,8:30p,,Detroit Pistons,L,,110,116,6,33,L 7
2001,CHI,2001-01-20,8:00p,@,New Jersey Nets,L,,103,123,6,34,L 8
